seed,info_mode,method,support_mask,period,reference_bin,action_index,price,optimal_action,myopic_action,matches_optimal,matches_myopic,off_support,ranking_len,valid_output,parse_note,raw_response,cell_id
0,oracle_info,Myopic one-step optimizer,none,3,15,4,1.1,4,4,True,True,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer + support top3,top3,3,15,4,1.1,4,4,True,True,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM),none,3,15,4,1.1,4,4,True,True,False,11,True,deterministic,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM) + support top3,top3,3,15,4,1.1,4,4,True,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,Random policy,none,3,15,2,0.8,4,4,False,False,True,11,True,chance_floor,,N100_noise0.5
0,oracle_info,Random policy + support top3,top3,3,15,4,1.1,4,4,True,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,DP oracle,none,3,16,5,1.25,5,4,True,False,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,DP oracle + support top3,top3,3,16,5,1.25,5,4,True,False,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer,none,3,16,4,1.1,5,4,False,True,True,1,True,deterministic,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer + support top3,top3,3,16,5,1.25,5,4,True,False,False,1,True,fallback_most_logged,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM),none,3,16,4,1.1,5,4,False,True,True,11,True,deterministic,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM) + support top3,top3,3,16,5,1.25,5,4,True,False,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,Random policy,none,3,16,6,1.4,5,4,False,False,True,11,True,chance_floor,,N100_noise0.5
0,oracle_info,Random policy + support top3,top3,3,16,5,1.25,5,4,True,False,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,DP oracle,none,3,17,5,1.25,5,4,True,False,True,1,True,deterministic,,N100_noise0.5
0,oracle_info,DP oracle + support top3,top3,3,17,0,0.5,5,4,False,False,False,1,True,fallback_most_logged,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer,none,3,17,4,1.1,5,4,False,True,True,1,True,deterministic,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer + support top3,top3,3,17,0,0.5,5,4,False,False,False,1,True,fallback_most_logged,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM),none,3,17,4,1.1,5,4,False,True,True,11,True,deterministic,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM) + support top3,top3,3,17,0,0.5,5,4,False,False,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,Random policy,none,3,17,7,1.55,5,4,False,False,True,11,True,chance_floor,,N100_noise0.5
0,oracle_info,Random policy + support top3,top3,3,17,0,0.5,5,4,False,False,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,DP oracle,none,3,18,6,1.4,6,5,True,False,True,1,True,deterministic,,N100_noise0.5
0,oracle_info,DP oracle + support top3,top3,3,18,0,0.5,6,5,False,False,False,1,True,fallback_most_logged,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer,none,3,18,5,1.25,6,5,False,True,True,1,True,deterministic,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer + support top3,top3,3,18,0,0.5,6,5,False,False,False,1,True,fallback_most_logged,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM),none,3,18,5,1.25,6,5,False,True,True,11,True,deterministic,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM) + support top3,top3,3,18,0,0.5,6,5,False,False,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,Random policy,none,3,18,3,0.95,6,5,False,False,True,11,True,chance_floor,,N100_noise0.5
0,oracle_info,Random policy + support top3,top3,3,18,0,0.5,6,5,False,False,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,DP oracle,none,3,19,6,1.4,6,5,True,False,True,1,True,deterministic,,N100_noise0.5
0,oracle_info,DP oracle + support top3,top3,3,19,0,0.5,6,5,False,False,False,1,True,fallback_most_logged,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer,none,3,19,5,1.25,6,5,False,True,True,1,True,deterministic,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer + support top3,top3,3,19,0,0.5,6,5,False,False,False,1,True,fallback_most_logged,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM),none,3,19,5,1.25,6,5,False,True,True,11,True,deterministic,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM) + support top3,top3,3,19,0,0.5,6,5,False,False,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,Random policy,none,3,19,9,1.85,6,5,False,False,True,11,True,chance_floor,,N100_noise0.5
0,oracle_info,Random policy + support top3,top3,3,19,0,0.5,6,5,False,False,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,DP oracle,none,3,20,6,1.4,6,5,True,False,True,1,True,deterministic,,N100_noise0.5
0,oracle_info,DP oracle + support top3,top3,3,20,0,0.5,6,5,False,False,False,1,True,fallback_most_logged,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer,none,3,20,5,1.25,6,5,False,True,True,1,True,deterministic,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer + support top3,top3,3,20,0,0.5,6,5,False,False,False,1,True,fallback_most_logged,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM),none,3,20,5,1.25,6,5,False,True,True,11,True,deterministic,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM) + support top3,top3,3,20,0,0.5,6,5,False,False,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,Random policy,none,3,20,1,0.65,6,5,False,False,True,11,True,chance_floor,,N100_noise0.5
0,oracle_info,Random policy + support top3,top3,3,20,0,0.5,6,5,False,False,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,DP oracle,none,4,0,10,2.0,10,0,True,False,True,1,True,deterministic,,N100_noise0.5
0,oracle_info,DP oracle + support top3,top3,4,0,0,0.5,10,0,False,True,False,1,True,fallback_most_logged,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer,none,4,0,0,0.5,10,0,False,True,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer + support top3,top3,4,0,0,0.5,10,0,False,True,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM),none,4,0,1,0.65,10,0,False,False,True,11,True,deterministic,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM) + support top3,top3,4,0,0,0.5,10,0,False,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,Random policy,none,4,0,6,1.4,10,0,False,False,True,11,True,chance_floor,,N100_noise0.5
0,oracle_info,Random policy + support top3,top3,4,0,0,0.5,10,0,False,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,DP oracle,none,4,1,10,2.0,10,1,True,False,True,1,True,deterministic,,N100_noise0.5
0,oracle_info,DP oracle + support top3,top3,4,1,0,0.5,10,1,False,False,False,1,True,fallback_most_logged,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer,none,4,1,1,0.65,10,1,False,True,True,1,True,deterministic,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer + support top3,top3,4,1,0,0.5,10,1,False,False,False,1,True,fallback_most_logged,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM),none,4,1,1,0.65,10,1,False,True,True,11,True,deterministic,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM) + support top3,top3,4,1,0,0.5,10,1,False,False,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,Random policy,none,4,1,6,1.4,10,1,False,False,True,11,True,chance_floor,,N100_noise0.5
0,oracle_info,Random policy + support top3,top3,4,1,0,0.5,10,1,False,False,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,DP oracle,none,4,2,10,2.0,10,1,True,False,True,1,True,deterministic,,N100_noise0.5
0,oracle_info,DP oracle + support top3,top3,4,2,1,0.65,10,1,False,True,False,1,True,fallback_most_logged,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer,none,4,2,1,0.65,10,1,False,True,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer + support top3,top3,4,2,1,0.65,10,1,False,True,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM),none,4,2,1,0.65,10,1,False,True,False,11,True,deterministic,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM) + support top3,top3,4,2,1,0.65,10,1,False,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,Random policy,none,4,2,9,1.85,10,1,False,False,True,11,True,chance_floor,,N100_noise0.5
0,oracle_info,Random policy + support top3,top3,4,2,1,0.65,10,1,False,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,DP oracle,none,4,3,10,2.0,10,1,True,False,True,1,True,deterministic,,N100_noise0.5
0,oracle_info,DP oracle + support top3,top3,4,3,1,0.65,10,1,False,True,False,1,True,fallback_most_logged,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer,none,4,3,1,0.65,10,1,False,True,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer + support top3,top3,4,3,1,0.65,10,1,False,True,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM),none,4,3,1,0.65,10,1,False,True,False,11,True,deterministic,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM) + support top3,top3,4,3,1,0.65,10,1,False,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,Random policy,none,4,3,8,1.7,10,1,False,False,True,11,True,chance_floor,,N100_noise0.5
0,oracle_info,Random policy + support top3,top3,4,3,1,0.65,10,1,False,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,DP oracle,none,4,4,10,2.0,10,1,True,False,True,1,True,deterministic,,N100_noise0.5
0,oracle_info,DP oracle + support top3,top3,4,4,1,0.65,10,1,False,True,False,1,True,fallback_most_logged,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer,none,4,4,1,0.65,10,1,False,True,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer + support top3,top3,4,4,1,0.65,10,1,False,True,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM),none,4,4,1,0.65,10,1,False,True,False,11,True,deterministic,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM) + support top3,top3,4,4,1,0.65,10,1,False,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,Random policy,none,4,4,3,0.95,10,1,False,False,True,11,True,chance_floor,,N100_noise0.5
0,oracle_info,Random policy + support top3,top3,4,4,1,0.65,10,1,False,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,DP oracle,none,4,5,10,2.0,10,2,True,False,True,1,True,deterministic,,N100_noise0.5
0,oracle_info,DP oracle + support top3,top3,4,5,2,0.8,10,2,False,True,False,1,True,fallback_most_logged,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer,none,4,5,2,0.8,10,2,False,True,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer + support top3,top3,4,5,2,0.8,10,2,False,True,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM),none,4,5,2,0.8,10,2,False,True,False,11,True,deterministic,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM) + support top3,top3,4,5,2,0.8,10,2,False,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,Random policy,none,4,5,8,1.7,10,2,False,False,True,11,True,chance_floor,,N100_noise0.5
0,oracle_info,Random policy + support top3,top3,4,5,2,0.8,10,2,False,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,DP oracle,none,4,6,10,2.0,10,2,True,False,True,1,True,deterministic,,N100_noise0.5
0,oracle_info,DP oracle + support top3,top3,4,6,2,0.8,10,2,False,True,False,1,True,fallback_most_logged,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer,none,4,6,2,0.8,10,2,False,True,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer + support top3,top3,4,6,2,0.8,10,2,False,True,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM),none,4,6,2,0.8,10,2,False,True,False,11,True,deterministic,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM) + support top3,top3,4,6,2,0.8,10,2,False,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,Random policy,none,4,6,3,0.95,10,2,False,False,True,11,True,chance_floor,,N100_noise0.5
0,oracle_info,Random policy + support top3,top3,4,6,2,0.8,10,2,False,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,DP oracle,none,4,7,10,2.0,10,2,True,False,True,1,True,deterministic,,N100_noise0.5
0,oracle_info,DP oracle + support top3,top3,4,7,0,0.5,10,2,False,False,False,1,True,fallback_most_logged,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer,none,4,7,2,0.8,10,2,False,True,True,1,True,deterministic,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer + support top3,top3,4,7,0,0.5,10,2,False,False,False,1,True,fallback_most_logged,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM),none,4,7,2,0.8,10,2,False,True,True,11,True,deterministic,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM) + support top3,top3,4,7,0,0.5,10,2,False,False,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,Random policy,none,4,7,8,1.7,10,2,False,False,True,11,True,chance_floor,,N100_noise0.5
0,oracle_info,Random policy + support top3,top3,4,7,0,0.5,10,2,False,False,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,DP oracle,none,4,8,3,0.95,3,2,True,False,True,1,True,deterministic,,N100_noise0.5
0,oracle_info,DP oracle + support top3,top3,4,8,0,0.5,3,2,False,False,False,1,True,fallback_most_logged,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer,none,4,8,2,0.8,3,2,False,True,True,1,True,deterministic,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer + support top3,top3,4,8,0,0.5,3,2,False,False,False,1,True,fallback_most_logged,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM),none,4,8,2,0.8,3,2,False,True,True,11,True,deterministic,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM) + support top3,top3,4,8,0,0.5,3,2,False,False,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,Random policy,none,4,8,10,2.0,3,2,False,False,True,11,True,chance_floor,,N100_noise0.5
0,oracle_info,Random policy + support top3,top3,4,8,0,0.5,3,2,False,False,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,DP oracle,none,4,9,3,0.95,3,2,True,False,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,DP oracle + support top3,top3,4,9,3,0.95,3,2,True,False,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer,none,4,9,2,0.8,3,2,False,True,True,1,True,deterministic,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer + support top3,top3,4,9,3,0.95,3,2,True,False,False,1,True,fallback_most_logged,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM),none,4,9,2,0.8,3,2,False,True,True,11,True,deterministic,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM) + support top3,top3,4,9,3,0.95,3,2,True,False,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,Random policy,none,4,9,5,1.25,3,2,False,False,True,11,True,chance_floor,,N100_noise0.5
0,oracle_info,Random policy + support top3,top3,4,9,3,0.95,3,2,True,False,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,DP oracle,none,4,10,3,0.95,3,3,True,True,True,1,True,deterministic,,N100_noise0.5
0,oracle_info,DP oracle + support top3,top3,4,10,0,0.5,3,3,False,False,False,1,True,fallback_most_logged,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer,none,4,10,3,0.95,3,3,True,True,True,1,True,deterministic,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer + support top3,top3,4,10,0,0.5,3,3,False,False,False,1,True,fallback_most_logged,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM),none,4,10,3,0.95,3,3,True,True,True,11,True,deterministic,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM) + support top3,top3,4,10,0,0.5,3,3,False,False,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,Random policy,none,4,10,0,0.5,3,3,False,False,False,11,True,chance_floor,,N100_noise0.5
0,oracle_info,Random policy + support top3,top3,4,10,0,0.5,3,3,False,False,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,DP oracle,none,4,11,5,1.25,5,3,True,False,True,1,True,deterministic,,N100_noise0.5
0,oracle_info,DP oracle + support top3,top3,4,11,3,0.95,5,3,False,True,False,1,True,fallback_most_logged,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer,none,4,11,3,0.95,5,3,False,True,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer + support top3,top3,4,11,3,0.95,5,3,False,True,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM),none,4,11,3,0.95,5,3,False,True,False,11,True,deterministic,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM) + support top3,top3,4,11,3,0.95,5,3,False,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,Random policy,none,4,11,0,0.5,5,3,False,False,True,11,True,chance_floor,,N100_noise0.5
0,oracle_info,Random policy + support top3,top3,4,11,3,0.95,5,3,False,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,DP oracle,none,4,12,4,1.1,4,3,True,False,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,DP oracle + support top3,top3,4,12,4,1.1,4,3,True,False,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer,none,4,12,3,0.95,4,3,False,True,True,1,True,deterministic,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer + support top3,top3,4,12,4,1.1,4,3,True,False,False,1,True,fallback_most_logged,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM),none,4,12,3,0.95,4,3,False,True,True,11,True,deterministic,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM) + support top3,top3,4,12,4,1.1,4,3,True,False,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,Random policy,none,4,12,5,1.25,4,3,False,False,True,11,True,chance_floor,,N100_noise0.5
0,oracle_info,Random policy + support top3,top3,4,12,4,1.1,4,3,True,False,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,DP oracle,none,4,13,5,1.25,5,3,True,False,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,DP oracle + support top3,top3,4,13,5,1.25,5,3,True,False,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer,none,4,13,3,0.95,5,3,False,True,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer + support top3,top3,4,13,3,0.95,5,3,False,True,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM),none,4,13,3,0.95,5,3,False,True,False,11,True,deterministic,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM) + support top3,top3,4,13,3,0.95,5,3,False,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,Random policy,none,4,13,0,0.5,5,3,False,False,True,11,True,chance_floor,,N100_noise0.5
0,oracle_info,Random policy + support top3,top3,4,13,5,1.25,5,3,True,False,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,DP oracle,none,4,14,5,1.25,5,4,True,False,True,1,True,deterministic,,N100_noise0.5
0,oracle_info,DP oracle + support top3,top3,4,14,4,1.1,5,4,False,True,False,1,True,fallback_most_logged,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer,none,4,14,4,1.1,5,4,False,True,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer + support top3,top3,4,14,4,1.1,5,4,False,True,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM),none,4,14,4,1.1,5,4,False,True,False,11,True,deterministic,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM) + support top3,top3,4,14,4,1.1,5,4,False,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,Random policy,none,4,14,9,1.85,5,4,False,False,True,11,True,chance_floor,,N100_noise0.5
0,oracle_info,Random policy + support top3,top3,4,14,4,1.1,5,4,False,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,DP oracle,none,4,15,4,1.1,4,4,True,True,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,DP oracle + support top3,top3,4,15,4,1.1,4,4,True,True,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer,none,4,15,4,1.1,4,4,True,True,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer + support top3,top3,4,15,4,1.1,4,4,True,True,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM),none,4,15,4,1.1,4,4,True,True,False,11,True,deterministic,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM) + support top3,top3,4,15,4,1.1,4,4,True,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,Random policy,none,4,15,10,2.0,4,4,False,False,True,11,True,chance_floor,,N100_noise0.5
0,oracle_info,Random policy + support top3,top3,4,15,4,1.1,4,4,True,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,DP oracle,none,4,16,5,1.25,5,4,True,False,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,DP oracle + support top3,top3,4,16,5,1.25,5,4,True,False,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer,none,4,16,4,1.1,5,4,False,True,True,1,True,deterministic,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer + support top3,top3,4,16,5,1.25,5,4,True,False,False,1,True,fallback_most_logged,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM),none,4,16,4,1.1,5,4,False,True,True,11,True,deterministic,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM) + support top3,top3,4,16,5,1.25,5,4,True,False,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,Random policy,none,4,16,10,2.0,5,4,False,False,True,11,True,chance_floor,,N100_noise0.5
0,oracle_info,Random policy + support top3,top3,4,16,5,1.25,5,4,True,False,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,DP oracle,none,4,17,5,1.25,5,4,True,False,True,1,True,deterministic,,N100_noise0.5
0,oracle_info,DP oracle + support top3,top3,4,17,0,0.5,5,4,False,False,False,1,True,fallback_most_logged,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer,none,4,17,4,1.1,5,4,False,True,True,1,True,deterministic,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer + support top3,top3,4,17,0,0.5,5,4,False,False,False,1,True,fallback_most_logged,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM),none,4,17,4,1.1,5,4,False,True,True,11,True,deterministic,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM) + support top3,top3,4,17,0,0.5,5,4,False,False,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,Random policy,none,4,17,0,0.5,5,4,False,False,False,11,True,chance_floor,,N100_noise0.5
0,oracle_info,Random policy + support top3,top3,4,17,0,0.5,5,4,False,False,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,DP oracle,none,4,18,6,1.4,6,5,True,False,True,1,True,deterministic,,N100_noise0.5
0,oracle_info,DP oracle + support top3,top3,4,18,0,0.5,6,5,False,False,False,1,True,fallback_most_logged,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer,none,4,18,5,1.25,6,5,False,True,True,1,True,deterministic,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer + support top3,top3,4,18,0,0.5,6,5,False,False,False,1,True,fallback_most_logged,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM),none,4,18,5,1.25,6,5,False,True,True,11,True,deterministic,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM) + support top3,top3,4,18,0,0.5,6,5,False,False,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,Random policy,none,4,18,4,1.1,6,5,False,False,True,11,True,chance_floor,,N100_noise0.5
0,oracle_info,Random policy + support top3,top3,4,18,0,0.5,6,5,False,False,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,DP oracle,none,4,19,6,1.4,6,5,True,False,True,1,True,deterministic,,N100_noise0.5
0,oracle_info,DP oracle + support top3,top3,4,19,0,0.5,6,5,False,False,False,1,True,fallback_most_logged,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer,none,4,19,5,1.25,6,5,False,True,True,1,True,deterministic,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer + support top3,top3,4,19,0,0.5,6,5,False,False,False,1,True,fallback_most_logged,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM),none,4,19,5,1.25,6,5,False,True,True,11,True,deterministic,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM) + support top3,top3,4,19,0,0.5,6,5,False,False,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,Random policy,none,4,19,0,0.5,6,5,False,False,False,11,True,chance_floor,,N100_noise0.5
0,oracle_info,Random policy + support top3,top3,4,19,0,0.5,6,5,False,False,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,DP oracle,none,4,20,6,1.4,6,5,True,False,True,1,True,deterministic,,N100_noise0.5
0,oracle_info,DP oracle + support top3,top3,4,20,0,0.5,6,5,False,False,False,1,True,fallback_most_logged,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer,none,4,20,5,1.25,6,5,False,True,True,1,True,deterministic,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer + support top3,top3,4,20,0,0.5,6,5,False,False,False,1,True,fallback_most_logged,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM),none,4,20,5,1.25,6,5,False,True,True,11,True,deterministic,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM) + support top3,top3,4,20,0,0.5,6,5,False,False,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,Random policy,none,4,20,6,1.4,6,5,True,False,True,11,True,chance_floor,,N100_noise0.5
0,oracle_info,Random policy + support top3,top3,4,20,0,0.5,6,5,False,False,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,DP oracle,none,5,0,10,2.0,10,0,True,False,True,1,True,deterministic,,N100_noise0.5
0,oracle_info,DP oracle + support top3,top3,5,0,0,0.5,10,0,False,True,False,1,True,fallback_most_logged,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer,none,5,0,0,0.5,10,0,False,True,False,1,True,deterministic,,N100_noise0.5
0,oracle_info,Myopic one-step optimizer + support top3,top3,5,0,0,0.5,10,0,False,True,False,1,True,ranked_supported,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM),none,5,0,1,0.65,10,0,False,False,True,11,True,deterministic,,N100_noise0.5
0,oracle_info,Heuristic proxy (not LLM) + support top3,top3,5,0,0,0.5,10,0,False,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,Random policy,none,5,0,4,1.1,10,0,False,False,True,11,True,chance_floor,,N100_noise0.5
0,oracle_info,Random policy + support top3,top3,5,0,0,0.5,10,0,False,True,False,11,True,ranked_supported,,N100_noise0.5
0,oracle_info,DP oracle,none,5,1,10,2.0,10,1,True,False,True,1,True,deterministic,,N100_noise0.5
