gate,cell_id,N,noise,seed,method,family,v_policy,v_behaviour_expected,v_optimal_same_start,nv,selected_unseen_rate,mean_behavior_prob,mean_logged_count,target_q95,support_mask,qdt_mode,qdt_denoise,cql_updates,cql_alpha,iql_updates,iql_expectile,iql_awr_beta,iql_weight_clip,iql_final_q_loss,iql_final_v_loss,iql_final_pi_loss,iql_mean_adv_weight,bandit_updates,w_clip
gate2C_support_mask,N1600_noise0p5,1600,0.5,5,Structured DT,DT,458.62653538822167,420.42955294452105,477.5980827412801,0.6681470133917288,0.301015625,0.5722242787800749,104.470546875,630.91064453125,none,,,,,,,,,,,,,,
gate2C_support_mask,N1600_noise0p5,1600,0.5,5,Structured DT support count>=1,DT,462.5553818025775,420.42955294452105,477.5980827412801,0.7368709499407938,0.0,0.7517039224728694,144.74125,630.91064453125,count>=1,,,,,,,,,,,,,,
gate2C_support_mask,N1600_noise0p5,1600,0.5,5,Structured DT support top3,DT,462.5553818025775,420.42955294452105,477.5980827412801,0.7368709499407938,0.0,0.7517039224728694,144.74125,630.91064453125,top3,,,,,,,,,,,,,,
gate2C_support_mask,N1600_noise0p5,1600,0.5,5,Vanilla DT,DT,451.7655306947976,420.42955294452105,477.5980827412801,0.548133349968588,0.0,0.840926960428102,219.270546875,590.8881225585938,none,,,,,,,,,,,,,,
gate2C_support_mask,N1600_noise0p5,1600,0.5,5,Vanilla DT support top3,DT,451.7655306947976,420.42955294452105,477.5980827412801,0.548133349968588,0.0,0.840926960428102,219.270546875,590.8881225585938,top3,,,,,,,,,,,,,,
gate2A_fixed_value_guided_dt,N1600_noise0p5,1600,0.5,5,Q-DT fixed td denoised,Q-DT,458.81624416161344,420.42955294452105,477.5980827412801,0.6714654260580367,0.39390625,0.4754223552403982,68.338125,31740.630859375,none,td,True,2000.0,0.1,,,,,,,,,,
gate2A_fixed_value_guided_dt,N1600_noise0p5,1600,0.5,5,Q-DT fixed td denoised support top3,Q-DT,475.5877408677786,420.42955294452105,477.5980827412801,0.964834815926726,0.0,0.7676208936220493,110.365,31740.630859375,top3,td,True,2000.0,0.1,,,,,,,,,,
gate2A_fixed_value_guided_dt,N1600_noise0p5,1600,0.5,5,Q-DT fixed q_sa,Q-DT,465.8702587632217,420.42955294452105,477.5980827412801,0.7948552460636613,0.278828125,0.5615111576691543,65.515234375,28859.833984375,none,q_sa,False,2000.0,0.1,,,,,,,,,,
gate2A_fixed_value_guided_dt,N1600_noise0p5,1600,0.5,5,Q-DT fixed q_sa support top3,Q-DT,472.7806658491834,420.42955294452105,477.5980827412801,0.9157330631166628,0.0,0.7881802089016245,130.535,28859.833984375,top3,q_sa,False,2000.0,0.1,,,,,,,,,,
gate2B_iql,N1600_noise0p5,1600,0.5,5,IQL expectile0.7 beta3,IQL,460.7255371302,420.42955294452105,477.5980827412801,0.704863048410304,0.5253125,0.4384464532875597,45.244609375,,none,,,,,2000.0,0.7,3.0,20.0,1863.5019287109376,657.779086303711,0.4855012223124504,5.23703920841217,,
gate2B_iql,N1600_noise0p5,1600,0.5,5,IQL expectile0.7 beta3 support top3,IQL,474.1743198023042,420.42955294452105,477.5980827412801,0.9401110549606968,0.0,0.7025550268989779,99.848203125,,top3,,,,,2000.0,0.7,3.0,20.0,1863.5019287109376,657.779086303711,0.4855012223124504,5.23703920841217,,
gate2C_support_mask,N1600_noise0p5,1600,0.5,6,Structured DT,DT,454.700691644991,420.4015625942231,477.26680319791535,0.6031651090656054,0.283359375,0.5607375913541786,124.384453125,545.4453735351562,none,,,,,,,,,,,,,,
gate2C_support_mask,N1600_noise0p5,1600,0.5,6,Structured DT support count>=1,DT,463.0939468506019,420.4015625942231,477.26680319791535,0.750764154044691,0.0,0.7492667413954706,162.386171875,545.4453735351562,count>=1,,,,,,,,,,,,,,
gate2C_support_mask,N1600_noise0p5,1600,0.5,6,Structured DT support top3,DT,463.0939468506019,420.4015625942231,477.26680319791535,0.750764154044691,0.0,0.7492667413954706,162.386171875,545.4453735351562,top3,,,,,,,,,,,,,,
gate2C_support_mask,N1600_noise0p5,1600,0.5,6,Vanilla DT,DT,454.6552612219288,420.4015625942231,477.26680319791535,0.602366195307747,0.005390625,0.8363151382909164,216.62328125,583.9093017578125,none,,,,,,,,,,,,,,
gate2C_support_mask,N1600_noise0p5,1600,0.5,6,Vanilla DT support top3,DT,454.35347114164256,420.4015625942231,477.26680319791535,0.5970590854268709,0.0,0.8297361793059881,217.39953125,583.9093017578125,top3,,,,,,,,,,,,,,
gate2A_fixed_value_guided_dt,N1600_noise0p5,1600,0.5,6,Q-DT fixed td denoised,Q-DT,463.22798249028506,420.4015625942231,477.26680319791535,0.7531212290919463,0.302265625,0.56131554230785,62.418203125,30457.12890625,none,td,True,2000.0,0.1,,,,,,,,,,
gate2A_fixed_value_guided_dt,N1600_noise0p5,1600,0.5,6,Q-DT fixed td denoised support top3,Q-DT,470.0187608312577,420.4015625942231,477.26680319791535,0.8725400211146376,0.0,0.7645214263479652,136.298046875,30457.12890625,top3,td,True,2000.0,0.1,,,,,,,,,,
gate2A_fixed_value_guided_dt,N1600_noise0p5,1600,0.5,6,Q-DT fixed q_sa,Q-DT,462.0992863585752,420.4015625942231,477.26680319791535,0.7332726164820736,0.37765625,0.4575094022393453,40.34796875,27698.037109375,none,q_sa,False,2000.0,0.1,,,,,,,,,,
gate2A_fixed_value_guided_dt,N1600_noise0p5,1600,0.5,6,Q-DT fixed q_sa support top3,Q-DT,470.9704326520539,420.4015625942231,477.26680319791535,0.8892755841878449,0.0,0.7608394553285696,133.236171875,27698.037109375,top3,q_sa,False,2000.0,0.1,,,,,,,,,,
gate2B_iql,N1600_noise0p5,1600,0.5,6,IQL expectile0.7 beta3,IQL,460.1642461075047,420.4015625942231,477.26680319791535,0.6992440916657225,0.419765625,0.4420714311635107,67.789921875,,none,,,,,2000.0,0.7,3.0,20.0,2112.861291503906,414.9066436767578,0.8571619331836701,4.821723008155823,,
gate2B_iql,N1600_noise0p5,1600,0.5,6,IQL expectile0.7 beta3 support top3,IQL,475.5616735513529,420.4015625942231,477.26680319791535,0.9700145532057812,0.0,0.7451736323098592,104.771953125,,top3,,,,,2000.0,0.7,3.0,20.0,2112.861291503906,414.9066436767578,0.8571619331836701,4.821723008155823,,
gate2C_support_mask,N1600_noise0p5,1600,0.5,7,Structured DT,DT,463.4670956033245,422.5603637349696,478.8785864087379,0.7263498371621783,0.206796875,0.6335108523978406,121.59359375,560.3675537109375,none,,,,,,,,,,,,,,
gate2C_support_mask,N1600_noise0p5,1600,0.5,7,Structured DT support count>=1,DT,463.7193682152831,422.5603637349696,478.8785864087379,0.7308292507512746,0.0,0.7714778750594792,151.672578125,560.3675537109375,count>=1,,,,,,,,,,,,,,
gate2C_support_mask,N1600_noise0p5,1600,0.5,7,Structured DT support top3,DT,463.7193682152831,422.5603637349696,478.8785864087379,0.7308292507512746,0.0,0.7714778750594792,151.672578125,560.3675537109375,top3,,,,,,,,,,,,,,
gate2C_support_mask,N1600_noise0p5,1600,0.5,7,Vanilla DT,DT,450.70607992669,422.5603637349696,478.8785864087379,0.4997621525586605,0.005390625,0.8518986714265998,216.77015625,581.0783081054688,none,,,,,,,,,,,,,,
gate2C_support_mask,N1600_noise0p5,1600,0.5,7,Vanilla DT support top3,DT,450.3798031033589,422.5603637349696,478.8785864087379,0.4939687022713331,0.0,0.8555864324773259,220.68375,581.0783081054688,top3,,,,,,,,,,,,,,
gate2A_fixed_value_guided_dt,N1600_noise0p5,1600,0.5,7,Q-DT fixed td denoised,Q-DT,466.5233545601597,422.5603637349696,478.8785864087379,0.7806175113133861,0.296328125,0.5529618939757766,72.879453125,30197.841796875,none,td,True,2000.0,0.1,,,,,,,,,,
gate2A_fixed_value_guided_dt,N1600_noise0p5,1600,0.5,7,Q-DT fixed td denoised support top3,Q-DT,473.2360261275491,422.5603637349696,478.8785864087379,0.8998093332264028,0.0,0.7874149368392963,123.670625,30197.841796875,top3,td,True,2000.0,0.1,,,,,,,,,,
gate2A_fixed_value_guided_dt,N1600_noise0p5,1600,0.5,7,Q-DT fixed q_sa,Q-DT,465.6177077805571,422.5603637349696,478.8785864087379,0.7645366277803832,0.2828125,0.5490069317215167,63.940234375,27386.087890625,none,q_sa,False,2000.0,0.1,,,,,,,,,,
gate2A_fixed_value_guided_dt,N1600_noise0p5,1600,0.5,7,Q-DT fixed q_sa support top3,Q-DT,472.4340350134144,422.5603637349696,478.8785864087379,0.8855689847910421,0.0,0.7769210604830699,128.35296875,27386.087890625,top3,q_sa,False,2000.0,0.1,,,,,,,,,,
gate2B_iql,N1600_noise0p5,1600,0.5,7,IQL expectile0.7 beta3,IQL,463.7837723619931,422.5603637349696,478.8785864087379,0.7319728263765755,0.416484375,0.439021641569237,64.8459375,,none,,,,,2000.0,0.7,3.0,20.0,1858.3073120117188,353.5736038208008,0.5327269867062568,5.328587317466736,,
gate2B_iql,N1600_noise0p5,1600,0.5,7,IQL expectile0.7 beta3 support top3,IQL,477.0546634311439,422.5603637349696,478.8785864087379,0.967613981922701,0.0,0.7507813236725692,108.756171875,,top3,,,,,2000.0,0.7,3.0,20.0,1858.3073120117188,353.5736038208008,0.5327269867062568,5.328587317466736,,
gate2C_support_mask,N1600_noise0p5,1600,0.5,8,Structured DT,DT,461.0550331203924,421.64695137411786,478.1010548050897,0.6980552227609109,0.240625,0.5961958503492597,109.618984375,564.5079956054688,none,,,,,,,,,,,,,,
gate2C_support_mask,N1600_noise0p5,1600,0.5,8,Structured DT support count>=1,DT,459.85180943690415,421.64695137411786,478.1010548050897,0.676741914952215,0.0,0.7753903068585213,159.26578125,564.5079956054688,count>=1,,,,,,,,,,,,,,
gate2C_support_mask,N1600_noise0p5,1600,0.5,8,Structured DT support top3,DT,459.85180943690415,421.64695137411786,478.1010548050897,0.676741914952215,0.0,0.7753903068585213,159.26578125,564.5079956054688,top3,,,,,,,,,,,,,,
gate2C_support_mask,N1600_noise0p5,1600,0.5,8,Vanilla DT,DT,450.3132556679512,421.64695137411786,478.1010548050897,0.5077807024051758,0.0065625,0.844309990381442,214.835703125,584.1258544921875,none,,,,,,,,,,,,,,
gate2C_support_mask,N1600_noise0p5,1600,0.5,8,Vanilla DT support top3,DT,449.9160491004176,421.64695137411786,478.1010548050897,0.5007447821904616,0.0,0.84921234829444,220.709140625,584.1258544921875,top3,,,,,,,,,,,,,,
gate2A_fixed_value_guided_dt,N1600_noise0p5,1600,0.5,8,Q-DT fixed td denoised,Q-DT,462.5037233788698,421.64695137411786,478.1010548050897,0.7237166037843246,0.57484375,0.3309017293822984,42.8834375,34608.28515625,none,td,True,2000.0,0.1,,,,,,,,,,
gate2A_fixed_value_guided_dt,N1600_noise0p5,1600,0.5,8,Q-DT fixed td denoised support top3,Q-DT,468.6856941183032,421.64695137411786,478.1010548050897,0.8332209686351856,0.0,0.7619923360119966,156.776796875,34608.28515625,top3,td,True,2000.0,0.1,,,,,,,,,,
gate2A_fixed_value_guided_dt,N1600_noise0p5,1600,0.5,8,Q-DT fixed q_sa,Q-DT,459.2423286886981,421.64695137411786,478.1010548050897,0.6659458751399576,0.404765625,0.4557734293375995,53.403359375,31255.111328125,none,q_sa,False,2000.0,0.1,,,,,,,,,,
gate2A_fixed_value_guided_dt,N1600_noise0p5,1600,0.5,8,Q-DT fixed q_sa support top3,Q-DT,472.88275729567954,421.64695137411786,478.1010548050897,0.9075656649867672,0.0,0.7725034205228942,127.4025,31255.111328125,top3,q_sa,False,2000.0,0.1,,,,,,,,,,
gate2B_iql,N1600_noise0p5,1600,0.5,8,IQL expectile0.7 beta3,IQL,444.3162359950441,421.64695137411786,478.1010548050897,0.4015524690538161,0.642109375,0.3923140318865246,27.468203125,,none,,,,,2000.0,0.7,3.0,20.0,1570.8474609375,604.9138092041015,0.3265167944133281,4.827806186676026,,
gate2B_iql,N1600_noise0p5,1600,0.5,8,IQL expectile0.7 beta3 support top3,IQL,474.83511470171,421.64695137411786,478.1010548050897,0.94214875615954,0.0,0.6936696436652121,98.319375,,top3,,,,,2000.0,0.7,3.0,20.0,1570.8474609375,604.9138092041015,0.3265167944133281,4.827806186676026,,
gate2C_support_mask,N1600_noise0p5,1600,0.5,9,Structured DT,DT,461.4774025996425,421.14554862217454,477.7638570902434,0.7123465018424918,0.318125,0.5027703228137091,118.11859375,576.823974609375,none,,,,,,,,,,,,,,
gate2C_support_mask,N1600_noise0p5,1600,0.5,9,Structured DT support count>=1,DT,463.38581051063954,421.14554862217454,477.7638570902434,0.7460530530029404,0.0,0.7769917017484179,156.473828125,576.823974609375,count>=1,,,,,,,,,,,,,,
gate2C_support_mask,N1600_noise0p5,1600,0.5,9,Structured DT support top3,DT,463.38581051063954,421.14554862217454,477.7638570902434,0.7460530530029404,0.0,0.7769917017484179,156.473828125,576.823974609375,top3,,,,,,,,,,,,,,
gate2C_support_mask,N1600_noise0p5,1600,0.5,9,Vanilla DT,DT,449.6438649224615,421.14554862217454,477.7638570902434,0.5033410052573224,0.0,0.8459480344927001,223.058359375,579.0443115234375,none,,,,,,,,,,,,,,
gate2C_support_mask,N1600_noise0p5,1600,0.5,9,Vanilla DT support top3,DT,449.6438649224615,421.14554862217454,477.7638570902434,0.5033410052573224,0.0,0.8459480344927001,223.058359375,579.0443115234375,top3,,,,,,,,,,,,,,
gate2A_fixed_value_guided_dt,N1600_noise0p5,1600,0.5,9,Q-DT fixed td denoised,Q-DT,460.8755574738399,421.14554862217454,477.7638570902434,0.7017166341886026,0.609375,0.3224390602177917,80.22921875,29794.955078125,none,td,True,2000.0,0.1,,,,,,,,,,
gate2A_fixed_value_guided_dt,N1600_noise0p5,1600,0.5,9,Q-DT fixed td denoised support top3,Q-DT,476.87322092645377,421.14554862217454,477.7638570902434,0.9842694671054696,0.0,0.7602737281469047,105.404453125,29794.955078125,top3,td,True,2000.0,0.1,,,,,,,,,,
gate2A_fixed_value_guided_dt,N1600_noise0p5,1600,0.5,9,Q-DT fixed q_sa,Q-DT,458.1361101047269,421.14554862217454,477.7638570902434,0.6533321549762305,0.55890625,0.3110300919918163,42.575234375,26968.3671875,none,q_sa,False,2000.0,0.1,,,,,,,,,,
gate2A_fixed_value_guided_dt,N1600_noise0p5,1600,0.5,9,Q-DT fixed q_sa support top3,Q-DT,474.5364850149263,421.14554862217454,477.7638570902434,0.9429977305461672,0.0,0.7616591342545249,115.10125,26968.3671875,top3,q_sa,False,2000.0,0.1,,,,,,,,,,
gate2B_iql,N1600_noise0p5,1600,0.5,9,IQL expectile0.7 beta3,IQL,461.18817016816536,421.14554862217454,477.7638570902434,0.7072380406520576,0.445390625,0.394583999408192,43.395859375,,none,,,,,2000.0,0.7,3.0,20.0,1973.46517944336,662.5537078857421,5.599285486340523,5.241374182701111,,
gate2B_iql,N1600_noise0p5,1600,0.5,9,IQL expectile0.7 beta3 support top3,IQL,476.0826672449628,421.14554862217454,477.7638570902434,0.9703066041574028,0.0,0.7485147807414202,106.6684375,,top3,,,,,2000.0,0.7,3.0,20.0,1973.46517944336,662.5537078857421,5.599285486340523,5.241374182701111,,
gate2C_support_mask,N400_noise0p05,400,0.05,0,Structured DT,DT,466.21012668124575,421.4891710594284,479.2131268458336,0.7747382349764353,0.2071875,0.5716660431856078,19.738125,676.7738037109375,none,,,,,,,,,,,,,,
gate2C_support_mask,N400_noise0p05,400,0.05,0,Structured DT support count>=1,DT,470.4229881156728,421.4891710594284,479.2131268458336,0.8477211305010555,0.0,0.7701044065414382,33.1890625,676.7738037109375,count>=1,,,,,,,,,,,,,,
gate2C_support_mask,N400_noise0p05,400,0.05,0,Structured DT support top3,DT,470.4229881156728,421.4891710594284,479.2131268458336,0.8477211305010555,0.0,0.7701044065414382,33.1890625,676.7738037109375,top3,,,,,,,,,,,,,,
gate2C_support_mask,N400_noise0p05,400,0.05,0,Vanilla DT,DT,445.55971078700367,421.4891710594284,479.2131268458336,0.4169939395117513,0.30125,0.6107976133021248,42.9234375,480.8289184570313,none,,,,,,,,,,,,,,
gate2C_support_mask,N400_noise0p05,400,0.05,0,Vanilla DT support top3,DT,459.1157043518052,421.4891710594284,479.2131268458336,0.6518356682207552,0.0,0.8235352065534761,46.288125,480.8289184570313,top3,,,,,,,,,,,,,,
gate2A_fixed_value_guided_dt,N400_noise0p05,400,0.05,0,Q-DT fixed td denoised,Q-DT,466.0034540316217,421.4891710594284,479.2131268458336,0.7711578731178542,0.320625,0.5151554264592214,16.000625,25292.029296875,none,td,True,2000.0,0.1,,,,,,,,,,
gate2A_fixed_value_guided_dt,N400_noise0p05,400,0.05,0,Q-DT fixed td denoised support top3,Q-DT,474.04778663695936,421.4891710594284,479.2131268458336,0.9105165240582708,0.0,0.7424646115372354,26.1053125,25292.029296875,top3,td,True,2000.0,0.1,,,,,,,,,,
gate2A_fixed_value_guided_dt,N400_noise0p05,400,0.05,0,Q-DT fixed q_sa,Q-DT,464.50262634692,421.4891710594284,479.2131268458336,0.7451577893700397,0.4040625,0.4521149763261285,16.7465625,23444.037109375,none,q_sa,False,2000.0,0.1,,,,,,,,,,
gate2A_fixed_value_guided_dt,N400_noise0p05,400,0.05,0,Q-DT fixed q_sa support top3,Q-DT,472.4673812721269,421.4891710594284,479.2131268458336,0.8831378501039006,0.0,0.7632824400309809,31.115625,23444.037109375,top3,q_sa,False,2000.0,0.1,,,,,,,,,,
gate2B_iql,N400_noise0p05,400,0.05,0,IQL expectile0.7 beta3,IQL,458.3720746398771,421.4891710594284,479.2131268458336,0.6389531534693459,0.3925,0.347715873540928,13.46125,,none,,,,,2000.0,0.7,3.0,20.0,84.48231811523438,91.3639419555664,0.688893049955368,6.243515276908875,,
gate2B_iql,N400_noise0p05,400,0.05,0,IQL expectile0.7 beta3 support top3,IQL,469.13949584093285,421.4891710594284,479.2131268458336,0.8254861284598027,0.0,0.6539706152396704,35.39375,,top3,,,,,2000.0,0.7,3.0,20.0,84.48231811523438,91.3639419555664,0.688893049955368,6.243515276908875,,
gate2C_support_mask,N400_noise0p05,400,0.05,1,Structured DT,DT,461.7756428485668,422.7909092428097,479.07216495487467,0.6926770398514756,0.3859375,0.4467623658553081,26.6840625,643.599365234375,none,,,,,,,,,,,,,,
gate2C_support_mask,N400_noise0p05,400,0.05,1,Structured DT support count>=1,DT,466.77914970311673,422.7909092428097,479.07216495487467,0.7815788738856676,0.0,0.7332839277257878,25.8909375,643.599365234375,count>=1,,,,,,,,,,,,,,
gate2C_support_mask,N400_noise0p05,400,0.05,1,Structured DT support top3,DT,466.77914970311673,422.7909092428097,479.07216495487467,0.7815788738856676,0.0,0.7332839277257878,25.8909375,643.599365234375,top3,,,,,,,,,,,,,,
gate2C_support_mask,N400_noise0p05,400,0.05,1,Vanilla DT,DT,446.9931565871132,422.7909092428097,479.07216495487467,0.4300232295477242,0.1365625,0.7634959039013556,60.953125,475.1024475097656,none,,,,,,,,,,,,,,
gate2C_support_mask,N400_noise0p05,400,0.05,1,Vanilla DT support top3,DT,453.54813196165554,422.7909092428097,479.07216495487467,0.5464914087240675,0.0,0.8216919742128641,57.2359375,475.1024475097656,top3,,,,,,,,,,,,,,
gate2A_fixed_value_guided_dt,N400_noise0p05,400,0.05,1,Q-DT fixed td denoised,Q-DT,461.8400141065853,422.7909092428097,479.07216495487467,0.6938207822432195,0.5290625,0.3581595413619742,10.650625,31978.291015625,none,td,True,2000.0,0.1,,,,,,,,,,
gate2A_fixed_value_guided_dt,N400_noise0p05,400,0.05,1,Q-DT fixed td denoised support top3,Q-DT,473.815781843242,422.7909092428097,479.07216495487467,0.9066050846746494,0.0,0.7575804645146093,26.4525,31978.291015625,top3,td,True,2000.0,0.1,,,,,,,,,,
gate2A_fixed_value_guided_dt,N400_noise0p05,400,0.05,1,Q-DT fixed q_sa,Q-DT,463.54554000473416,422.7909092428097,479.07216495487467,0.7241244042319392,0.34375,0.4951819331718228,14.8990625,28809.826171875,none,q_sa,False,2000.0,0.1,,,,,,,,,,
gate2A_fixed_value_guided_dt,N400_noise0p05,400,0.05,1,Q-DT fixed q_sa support top3,Q-DT,474.8155068363693,422.7909092428097,479.07216495487467,0.9243681032938847,0.0,0.7549447481767263,28.0190625,28809.826171875,top3,q_sa,False,2000.0,0.1,,,,,,,,,,
gate2B_iql,N400_noise0p05,400,0.05,1,IQL expectile0.7 beta3,IQL,459.54625976208285,422.7909092428097,479.07216495487467,0.6530655731512748,0.4903125,0.4171742398491995,13.00625,,none,,,,,2000.0,0.7,3.0,20.0,220.78929061889647,248.4886215209961,0.8031239926815033,4.047554564476013,,
gate2B_iql,N400_noise0p05,400,0.05,1,IQL expectile0.7 beta3 support top3,IQL,471.0345584236399,422.7909092428097,479.07216495487467,0.8571885714072333,0.0,0.7567785829687972,36.5353125,,top3,,,,,2000.0,0.7,3.0,20.0,220.78929061889647,248.4886215209961,0.8031239926815033,4.047554564476013,,
gate2C_support_mask,N400_noise0p05,400,0.05,2,Structured DT,DT,458.2970792201394,417.1824539201058,474.5590275047475,0.716575123458383,0.2640625,0.6241293928102047,25.785,615.15869140625,none,,,,,,,,,,,,,,
gate2C_support_mask,N400_noise0p05,400,0.05,2,Structured DT support count>=1,DT,463.2881119904689,417.1824539201058,474.5590275047475,0.80356241563202,0.0,0.7669252153197147,30.0584375,615.15869140625,count>=1,,,,,,,,,,,,,,
gate2C_support_mask,N400_noise0p05,400,0.05,2,Structured DT support top3,DT,463.2881119904689,417.1824539201058,474.5590275047475,0.80356241563202,0.0,0.7669252153197147,30.0584375,615.15869140625,top3,,,,,,,,,,,,,,
gate2C_support_mask,N400_noise0p05,400,0.05,2,Vanilla DT,DT,449.5517607642737,417.1824539201058,474.5590275047475,0.5641554526851768,0.276875,0.5994438313019882,39.19875,472.1125793457031,none,,,,,,,,,,,,,,
gate2C_support_mask,N400_noise0p05,400,0.05,2,Vanilla DT support top3,DT,452.8650105522088,417.1824539201058,474.5590275047475,0.621901141926229,0.0,0.759605117243529,48.53125,472.1125793457031,top3,,,,,,,,,,,,,,
gate2A_fixed_value_guided_dt,N400_noise0p05,400,0.05,2,Q-DT fixed td denoised,Q-DT,462.5484600131033,417.1824539201058,474.5590275047475,0.7906712314577957,0.311875,0.6088349621727139,18.9796875,30427.3359375,none,td,True,2000.0,0.1,,,,,,,,,,
gate2A_fixed_value_guided_dt,N400_noise0p05,400,0.05,2,Q-DT fixed td denoised support top3,Q-DT,469.4504525556996,417.1824539201058,474.5590275047475,0.9109640985878712,0.0,0.7496251395722937,26.4946875,30427.3359375,top3,td,True,2000.0,0.1,,,,,,,,,,
gate2A_fixed_value_guided_dt,N400_noise0p05,400,0.05,2,Q-DT fixed q_sa,Q-DT,460.8518013746882,417.1824539201058,474.5590275047475,0.7611006500791047,0.3059375,0.5250975332374131,13.365625,27727.095703125,none,q_sa,False,2000.0,0.1,,,,,,,,,,
gate2A_fixed_value_guided_dt,N400_noise0p05,400,0.05,2,Q-DT fixed q_sa support top3,Q-DT,469.4829900936868,417.1824539201058,474.5590275047475,0.9115311860933528,0.0,0.7566057413688887,27.5059375,27727.095703125,top3,q_sa,False,2000.0,0.1,,,,,,,,,,
gate2B_iql,N400_noise0p05,400,0.05,2,IQL expectile0.7 beta3,IQL,448.19334813158025,417.1824539201058,474.5590275047475,0.540480064842619,0.4009375,0.3413852814919533,8.916875,,none,,,,,2000.0,0.7,3.0,20.0,96.45344886779785,76.59862937927247,1.0419121503829956,5.5622796535491945,,
gate2B_iql,N400_noise0p05,400,0.05,2,IQL expectile0.7 beta3 support top3,IQL,465.6692336411477,417.1824539201058,474.5590275047475,0.8450623083916717,0.0,0.6819362660519832,24.989375,,top3,,,,,2000.0,0.7,3.0,20.0,96.45344886779785,76.59862937927247,1.0419121503829956,5.5622796535491945,,
gate2C_support_mask,N400_noise0p05,400,0.05,3,Structured DT,DT,456.5336595523879,423.1047405366476,479.3865548020198,0.5939559598793479,0.375,0.4931252009586412,23.1634375,619.1787719726562,none,,,,,,,,,,,,,,
gate2C_support_mask,N400_noise0p05,400,0.05,3,Structured DT support count>=1,DT,466.18885794834273,423.1047405366476,479.3865548020198,0.765506904389238,0.0,0.7420504785265933,35.7590625,619.1787719726562,count>=1,,,,,,,,,,,,,,
gate2C_support_mask,N400_noise0p05,400,0.05,3,Structured DT support top3,DT,466.18885794834273,423.1047405366476,479.3865548020198,0.765506904389238,0.0,0.7420504785265933,35.7590625,619.1787719726562,top3,,,,,,,,,,,,,,
gate2C_support_mask,N400_noise0p05,400,0.05,3,Vanilla DT,DT,441.6966813269982,423.1047405366476,479.3865548020198,0.3303365577855838,0.1821875,0.6494976864773344,34.766875,473.8318176269531,none,,,,,,,,,,,,,,
gate2C_support_mask,N400_noise0p05,400,0.05,3,Vanilla DT support top3,DT,451.3637315022877,423.1047405366476,479.3865548020198,0.5020980814939126,0.0,0.7629938931111515,36.286875,473.8318176269531,top3,,,,,,,,,,,,,,
gate2A_fixed_value_guided_dt,N400_noise0p05,400,0.05,3,Q-DT fixed td denoised,Q-DT,459.6341984708495,423.1047405366476,479.3865548020198,0.6490454938421725,0.5146875,0.3126530775688357,10.2265625,42736.9609375,none,td,True,2000.0,0.1,,,,,,,,,,
gate2A_fixed_value_guided_dt,N400_noise0p05,400,0.05,3,Q-DT fixed td denoised support top3,Q-DT,476.0266143353848,423.1047405366476,479.3865548020198,0.940301489735339,0.0,0.7351091542073113,25.8890625,42736.9609375,top3,td,True,2000.0,0.1,,,,,,,,,,
gate2A_fixed_value_guided_dt,N400_noise0p05,400,0.05,3,Q-DT fixed q_sa,Q-DT,460.745214783105,423.1047405366476,479.3865548020198,0.6687857301291017,0.4146875,0.4010918245948489,15.6721875,38749.83984375,none,q_sa,False,2000.0,0.1,,,,,,,,,,
gate2A_fixed_value_guided_dt,N400_noise0p05,400,0.05,3,Q-DT fixed q_sa support top3,Q-DT,474.1578009108765,423.1047405366476,479.3865548020198,0.9070969200372716,0.0,0.7718600479313997,32.48875,38749.83984375,top3,q_sa,False,2000.0,0.1,,,,,,,,,,
gate2B_iql,N400_noise0p05,400,0.05,3,IQL expectile0.7 beta3,IQL,428.8819937725435,423.1047405366476,479.3865548020198,0.1026486674479939,0.849375,0.1683348498635122,2.593125,,none,,,,,2000.0,0.7,3.0,20.0,92.00516700744627,273.89732971191404,0.6626410573720932,5.429310822486878,,
gate2B_iql,N400_noise0p05,400,0.05,3,IQL expectile0.7 beta3 support top3,IQL,475.70860041862807,423.1047405366476,479.3865548020198,0.934651104776936,0.0,0.6912677476006838,25.5334375,,top3,,,,,2000.0,0.7,3.0,20.0,92.00516700744627,273.89732971191404,0.6626410573720932,5.429310822486878,,
gate2C_support_mask,N400_noise0p05,400,0.05,4,Structured DT,DT,468.8011794085313,427.2545943129383,483.248496641775,0.7419840976898062,0.180625,0.6034757090160384,25.2003125,649.409423828125,none,,,,,,,,,,,,,,
gate2C_support_mask,N400_noise0p05,400,0.05,4,Structured DT support count>=1,DT,472.1968898759301,427.2545943129383,483.248496641775,0.8026283879815723,0.0,0.7239803431238605,29.465625,649.409423828125,count>=1,,,,,,,,,,,,,,
gate2C_support_mask,N400_noise0p05,400,0.05,4,Structured DT support top3,DT,472.1968898759301,427.2545943129383,483.248496641775,0.8026283879815723,0.0,0.7239803431238605,29.465625,649.409423828125,top3,,,,,,,,,,,,,,
gate2C_support_mask,N400_noise0p05,400,0.05,4,Vanilla DT,DT,447.966880045703,427.2545943129383,483.248496641775,0.3699025227984153,0.241875,0.647114350730022,43.49625,480.757080078125,none,,,,,,,,,,,,,,
gate2C_support_mask,N400_noise0p05,400,0.05,4,Vanilla DT support top3,DT,457.2897420026757,427.2545943129383,483.248496641775,0.5364003300457493,0.0,0.7643261491837094,44.86,480.757080078125,top3,,,,,,,,,,,,,,
